name,integer_ops,flops,FAdd,FMul,memory_ops,loads,stores,branch_ops,uncond_branch_ops,cond_branch_ops,comparison,cpu_ops,total_ops,vector_ops
fdtd-2d_N8_300,78156379,7881640,715208,2150408,48804250,44484218,4320032,6494435,4327217,2167217,2167217,20071296,141336704,1956040
fdtd-2d_N8_400,139088379,14028840,1273608,3827208,86832250,79152218,7680032,11539235,7689617,3849617,3849617,35721696,251488704,3488040
fdtd-2d_N8_512,228036987,23003176,2088968,6275080,142340346,129757402,12582944,18898979,12595217,6303761,6303761,58568800,412279488,5726248
fdtd-2d_N8_600,313272379,31603240,2870408,8620808,195528250,178248218,17280032,25948835,17294417,8654417,8654417,80462496,566352704,7872040
fdtd-2d_N8_700,426524379,43030440,3908808,11737608,266196250,242676218,23520032,35313635,23536817,11776817,11776817,109552896,771064704,10724040
fdtd-2d_N8_800,557216379,56217640,5107208,15334408,347744250,317024218,30720032,46118435,30739217,15379217,15379217,143123296,1007296704,14016040
fdtd-2d_N8_900,705348379,71164840,6465608,19411208,440172250,401292218,38880032,58363235,38901617,19461617,19461617,181173696,1275048704,17748040
fdtd-2d_N8_1024,913252731,92143656,8372232,25133064,569893114,519561434,50331680,75546659,50356241,25190417,25190417,234578016,1650836160,22986792
fdtd-2d_N16_64,7005931,704592,63504,192528,4390378,3997106,393272,596035,396321,199713,199713,1797312,12696936,170064
fdtd-2d_N16_128,28297963,2850896,258064,778256,17693162,16120242,1572920,2371651,1579041,792609,792609,7264448,51213672,700496
fdtd-2d_N16_256,113742571,11468880,1040400,3129360,71037418,64745906,6291512,9461827,6303777,3158049,3158049,29208768,205710696,2842704
fdtd-2d_N16_300,156312747,15763280,1430416,4300816,97608490,88968434,8640056,12988867,8654433,4334433,4334433,40142592,282673384,3912080
fdtd-2d_N16_400,278176747,28057680,2547216,7654416,173664490,158304434,15360056,23078467,15379233,7699233,7699233,71443392,502977384,6976080
fdtd-2d_N16_512,456073963,46006352,4177936,12550160,284680682,259514802,25165880,37797955,25190433,12607521,12607521,117137600,824558952,11452496
fdtd-2d_N16_600,626544747,63206480,5740816,17241616,391056490,356496434,34560056,51897667,34588833,17308833,17308833,160924992,1132705384,15744080
fdtd-2d_N16_700,853048747,86060880,7817616,23475216,532392490,485352434,47040056,70627267,47073633,23553633,23553633,219105792,1542129384,21448080
fdtd-2d_N16_800,1114432747,112435280,10214416,30668816,695488490,634048434,61440056,92236867,61478433,30758433,30758433,286246592,2014593384,28032080
fdtd-2d_N16_900,1410696747,142329680,12931216,38822416,880344490,802584434,77760056,116726467,77803233,38923233,38923233,362347392,2550097384,35496080
fdtd-2d_N16_1024,1826505451,184287312,16744464,50266128,1139786218,1039122866,100663352,151093315,100712481,50380833,50380833,469156032,3301672296,45973584
fdtd-2d_N32_32,3434955,344224,30752,94240,2162634,1965922,196712,301187,199745,101441,101441,880000,6243000,80032
fdtd-2d_N32_64,14011851,1409184,127008,385056,8780746,7994210,786536,1192067,792641,399425,399425,3594624,25393848,340128
fdtd-2d_N32_128,56595915,5701792,516128,1556512,35386314,32240482,3145832,4743299,3158081,1585217,1585217,14528896,102427320,1400992
fdtd-2d_N32_256,227485131,22937760,2080800,6258720,142074826,129491810,12583016,18923651,12607553,6316097,6316097,58417536,411421368,5685408
fdtd-2d_N32_300,312625483,31526560,2860832,8601632,195216970,177936866,17280104,25977731,17308865,8668865,8668865,80285184,565346744,7824160
fdtd-2d_N32_400,556353483,56115360,5094432,15308832,347328970,316608866,30720104,46156931,30758465,15398465,15398465,142886784,1005954744,13952160
fdtd-2d_N32_512,912147915,92012704,8355872,25100320,569361354,519029602,50331752,75595907,50380865,25215041,25215041,234275200,1649117880,22904992
fdtd-2d_N32_600,1253089483,126412960,11481632,34483232,782112970,712992866,69120104,103795331,69177665,34617665,34617665,321849984,2265410744,31488160
fdtd-2d_N32_700,1706097483,172121760,15635232,46950432,1064784970,970704866,94080104,141254531,94147265,47107265,47107265,438211584,3084258744,42896160
fdtd-2d_N32_800,2228865483,224870560,20428832,61337632,1390976970,1268096866,122880104,184473731,122956865,61516865,61516865,572493184,4029186744,56064160
fdtd-2d_N32_900,2821393483,284659360,25862432,77644832,1760688970,1605168866,155520104,233452931,155606465,77846465,77846465,724694784,5100194744,70992160
fdtd-2d_N32_1024,3653010891,368574624,33488928,100532256,2279572426,2078245730,201326696,302186627,201424961,100761665,100761665,938312064,6603344568,91947168
fdtd-2d_N64_32,6869899,688448,61504,188480,4325258,3931842,393416,602371,399489,202881,202881,1760000,12485976,160064
fdtd-2d_N64_64,28023691,2818368,254016,770112,17561482,15988418,1573064,2384131,1585281,798849,798849,7189248,50787672,680256
fdtd-2d_N64_128,113191819,11403584,1032256,3113024,70772618,64480962,6291656,9486595,6316161,3170433,3170433,29057792,204854616,2801984
fdtd-2d_N64_256,454970251,45875520,4161600,12517440,284149642,258983618,25166024,37847299,25215105,12632193,12632193,116835072,822842712,11370816
fdtd-2d_N64_300,625250955,63053120,5721664,17203264,390433930,355873730,34560200,51955459,34617729,17337729,17337729,160570368,1130693464,15648320
fdtd-2d_N64_400,1112706955,112230720,10188864,30617664,694657930,633217730,61440200,92313859,61516929,30796929,30796929,285773568,2011909464,27904320
fdtd-2d_N64_512,1824295819,184025408,16711744,50200640,1138722698,1038059202,100663496,151191811,100761729,50430081,50430081,468550400,3298235736,45809984
fdtd-2d_N64_600,2506178955,252825920,22963264,68966464,1564225930,1425985730,138240200,207590659,138355329,69235329,69235329,643699968,4530821464,62976320
fdtd-2d_N64_700,3412194955,344243520,31270464,93900864,2129569930,1941409730,188160200,282509059,188294529,94214529,94214529,876423168,6168517464,85792320
fdtd-2d_N64_800,4457730955,449741120,40857664,122675264,2781953930,2536193730,245760200,368947459,245913729,123033729,123033729,1144986368,8058373464,112128320
fdtd-2d_N64_900,5642786955,569318720,51724864,155289664,3521377930,3210337730,311040200,466905859,311212929,155692929,155692929,1449389568,10200389464,141984320
fdtd-2d_N64_1024,7306021771,737149248,66977856,201064512,4559144842,4156491458,402653384,604373251,402849921,201523329,201523329,1876624128,13206689112,183894336
fdtd-2d_N128_16,3301131,328320,28800,90240,2098954,1901954,197000,307715,203009,104705,104705,843264,6036120,23040
fdtd-2d_N128_32,13739787,1376896,123008,376960,8650506,7863682,786824,1204739,798977,405761,405761,3520000,24971928,320128
fdtd-2d_N128_64,56047371,5636736,508032,1540224,35122954,31976834,3146120,4768259,3170561,1597697,1597697,14378496,101575320,1360512
fdtd-2d_N128_128,226383627,22807168,2064512,6226048,141545226,128961922,12583304,18973187,12632321,6340865,6340865,58115584,409709208,5603968
fdtd-2d_N128_256,909940491,91751040,8323200,25034880,568299274,517967234,50332040,75694595,50430209,25264385,25264385,233670144,1645685400,22741632
fdtd-2d_N128_300,1250501899,126106240,11443328,34406528,780867850,711747458,69120392,103910915,69235457,34675457,34675457,321140736,2261386904,31296640
fdtd-2d_N128_400,2225413899,224461440,20377728,61235328,1389315850,1266435458,122880392,184627715,123033857,61593857,61593857,571547136,4023818904,55808640
fdtd-2d_N128_512,3648591627,368050816,33423488,100401280,2277445386,2076118402,201326984,302383619,201523457,100860161,100860161,937100800,6596471448,91619968
fdtd-2d_N128_600,5012357899,505651840,45926528,137932928,3128451850,2851971458,276480392,415181315,276710657,138470657,138470657,1287399936,9061642904,125952640
fdtd-2d_N128_700,6824389899,688487040,62540928,187801728,4259139850,3882819458,376320392,565018115,376589057,188429057,188429057,1752846336,12337034904,171584640
fdtd-2d_N128_800,8915461899,899482240,81715328,245350528,5563907850,5072387458,491520392,737894915,491827457,246067457,246067457,2289972736,16116746904,224256640
fdtd-2d_N128_900,11285573899,1138637440,103449728,310579328,7042755850,6420675458,622080392,933811715,622425857,311385857,311385857,2898779136,20400778904,283968640
fdtd-2d_N128_1024,14612043531,1474298496,133955712,402129024,9118289674,8312982914,805306760,1208746499,805699841,403046657,403046657,3753248256,26413378200,367788672
fdtd-2d_N256_16,6602251,656640,57600,180480,4197898,3803906,393992,615427,406017,209409,209409,1686528,12072216,46080
fdtd-2d_N256_32,27479563,2753792,246016,753920,17301002,15727362,1573640,2409475,1597953,811521,811521,7040000,49943832,640256
fdtd-2d_N256_64,112094731,11273472,1016064,3080448,70245898,63953666,6292232,9536515,6341121,3195393,3195393,28756992,203150616,2721024
fdtd-2d_N256_128,452767243,45614336,4129024,12452096,283090442,257923842,25166600,37946371,25264641,12681729,12681729,116231168,819418392,11207936
fdtd-2d_N256_256,1819880971,183502080,16646400,50069760,1136598538,1035934466,100664072,151389187,100860417,50528769,50528769,467340288,3291370776,45483264
fdtd-2d_N256_300,2501003787,252212480,22886656,68813056,1561735690,1423494914,138240776,207821827,138470913,69350913,69350913,642281472,4522773784,62593280
fdtd-2d_N256_400,4450827787,448922880,40755456,122470656,2778631690,2532870914,245760776,369255427,246067713,123187713,123187713,1143094272,8047637784,111617280
fdtd-2d_N256_512,7297183243,736101632,66846976,200802560,4554890762,4152236802,402653960,604767235,403046913,201720321,201720321,1874201600,13192942872,183239936
fdtd-2d_N256_600,10024715787,1011303680,91853056,275865856,6256903690,5703942914,552960776,830362627,553421313,276941313,276941313,2574799872,18123285784,251905280
fdtd-2d_N256_700,13648779787,1376974080,125081856,375603456,8518279690,7765638914,752640776,1130036227,753178113,376858113,376858113,3505692672,24674069784,343169280
fdtd-2d_N256_800,17830923787,1798964480,163430656,490701056,11127815690,10144774914,983040776,1475789827,983654913,492134913,492134913,4579945472,32233493784,448513280
fdtd-2d_N256_900,22571147787,2277274880,206899456,621158656,14085511690,12841350914,1244160776,1867623427,1244851713,622771713,622771713,5797558272,40801557784,567937280
fdtd-2d_N256_1024,29224087051,2948596992,267911424,804258048,18236579338,16625965826,1610613512,2417492995,1611399681,806093313,806093313,7506496512,52826756376,735577344
fdtd-2d_N300_16,7737011,769500,67500,211500,4919410,4457702,461708,721203,475801,245401,245401,1976400,14147124,54000
fdtd-2d_N300_32,32202611,3227100,288300,883500,20274610,18430502,1844108,2823603,1872601,951001,951001,8250000,58527924,750300
fdtd-2d_N300_64,131361011,13211100,1190700,3609900,82319410,74945702,7373708,11175603,7431001,3744601,3744601,33699600,238067124,3188700
fdtd-2d_N300_128,530586611,53454300,4838700,14592300,331746610,302254502,29492108,44468403,29607001,14861401,14861401,136208400,960255924,13134300
fdtd-2d_N300_256,2132673011,215041500,19507500,58675500,1331951410,1213985702,117965708,177409203,118195801,59213401,59213401,547664400,3857075124,53300700
fdtd-2d_N300_300,2930863811,295561500,26820300,80640300,1830159010,1668158102,162000908,243541203,162270601,81270601,81270601,752673600,5300125524,73351500
fdtd-2d_N300_400,5215813811,526081500,47760300,143520300,3256209010,2968208102,288000908,432721203,288360601,144360601,144360601,1339563600,9430825524,130801500
fdtd-2d_N300_512,8551386611,862619100,78336300,235315500,5337762610,4865902502,471860108,708711603,472320601,236391001,236391001,2196330000,15460479924,214734300
fdtd-2d_N300_600,11747713811,1185121500,107640300,323280300,7332309010,6684308102,648000908,973081203,648540601,324540601,324540601,3017343600,21238225524,295201500
fdtd-2d_N300_700,15994663811,1613641500,146580300,440160300,9982359010,9100358102,882000908,1324261203,882630601,441630601,441630601,4108233600,28914925524,402151500
fdtd-2d_N300_800,20895613811,2108161500,191520300,575040300,13040409010,11888408102,1152000908,1729441203,1152720601,576720601,576720601,5367123600,37773625524,525601500
fdtd-2d_N300_900,26450563811,2668681500,242460300,727920300,16506459010,15048458102,1458000908,2188621203,1458810601,729810601,729810601,6794013600,47814325524,665551500
fdtd-2d_N300_1024,34246977011,3455387100,313958700,942489900,21370991410,19483553702,1887437708,2832999603,1888359001,944640601,944640601,8796675600,61906355124,862004700
fdtd-2d_N400_16,10316011,1026000,90000,282000,6559210,5943602,615608,961603,634401,327201,327201,2635200,18862824,72000
fdtd-2d_N400_32,42936811,4302800,384400,1178000,27032810,24574002,2458808,3764803,2496801,1268001,1268001,11000000,78037224,1000400
fdtd-2d_N400_64,175148011,17614800,1587600,4813200,109759210,99927602,9831608,14900803,9908001,4992801,4992801,44932800,317422824,4251600
fdtd-2d_N400_128,707448811,71272400,6451600,19456400,442328810,403006002,39322808,59291203,39476001,19815201,19815201,181611200,1280341224,17512400
fdtd-2d_N400_256,2843564011,286722000,26010000,78234000,1775935210,1618647602,157287608,236545603,157594401,78951201,78951201,730219200,5142766824,71067600
fdtd-2d_N400_300,3907818411,394082000,35760400,107520400,2440212010,2224210802,216001208,324721603,216360801,108360801,108360801,1003564800,7066834024,97802000
fdtd-2d_N400_400,6954418411,701442000,63680400,191360400,4341612010,3957610802,384001208,576961603,384480801,192480801,192480801,1786084800,12574434024,174402000
fdtd-2d_N400_512,11401848811,1150158800,104448400,313754000,7117016810,6487870002,629146808,944948803,629760801,315188001,315188001,2928440000,20613973224,286312400
fdtd-2d_N400_600,15663618411,1580162000,143520400,431040400,9776412010,8912410802,864001208,1297441603,864720801,432720801,432720801,4023124800,28317634024,393602000
fdtd-2d_N400_700,21326218411,2151522000,195440400,586880400,13309812010,12133810802,1176001208,1765681603,1176840801,588840801,588840801,5477644800,38553234024,536202000
fdtd-2d_N400_800,27860818411,2810882000,255360400,766720400,17387212010,15851210802,1536001208,2305921603,1536960801,768960801,768960801,7156164800,50364834024,700802000
fdtd-2d_N400_900,35267418411,3558242000,323280400,970560400,22008612010,20064610802,1944001208,2918161603,1945080801,973080801,973080801,9058684800,63752434024,887402000
fdtd-2d_N400_1024,45662636011,4607182800,418611600,1256653200,28494655210,25978071602,2516583608,3777332803,2517812001,1259520801,1259520801,11728900800,82541806824,1149339600
fdtd-2d_N512_16,13204491,1313280,115200,360960,8395786,7607810,787976,1230851,812033,418817,418817,3373056,24144408,92160
fdtd-2d_N512_32,54959115,5507584,492032,1507840,34601994,31454722,3147272,4818947,3195905,1623041,1623041,14080000,99887640,1280512
fdtd-2d_N512_64,224189451,22546944,2032128,6160896,140491786,127907330,12584456,19073027,12682241,6390785,6390785,57513984,406301208,5442048
fdtd-2d_N512_128,905534475,91228672,8258048,24904192,566180874,515847682,50333192,75892739,50529281,25363457,25363457,232462336,1638836760,22415872
fdtd-2d_N512_256,3639761931,367004160,33292800,100139520,2273197066,2071868930,201328136,302778371,201720833,101057537,101057537,934680576,6582741528,90966528
fdtd-2d_N512_300,5002007563,504424960,45773312,137626112,3123471370,2846989826,276481544,415643651,276941825,138701825,138701825,1284562944,9045547544,125186560
fdtd-2d_N512_400,8901655563,897845760,81510912,244941312,5557263370,5065741826,491521544,738510851,492135425,246375425,246375425,2286188544,16095275544,223234560
fdtd-2d_N512_512,14594366475,1472203264,133693952,401605120,9109781514,8304473602,805307912,1209534467,806093825,403440641,403440641,3748403200,26385885720,366479872
fdtd-2d_N512_600,20049431563,2022607360,183706112,551731712,12513807370,11407885826,1105921544,1660725251,1106842625,553882625,553882625,5149599744,36246571544,503810560
fdtd-2d_N512_700,27297559563,2753948160,250163712,751206912,17036559370,15531277826,1505281544,2260072451,1506356225,753716225,753716225,7011385344,49348139544,686338560
fdtd-2d_N512_800,35661847563,3597928960,326861312,981402112,22255631370,20289549826,1966081544,2951579651,1967309825,984269825,984269825,9159890944,64466987544,897026560
fdtd-2d_N512_900,45142295563,4554549760,413798912,1242317312,28171023370,25682701826,2488321544,3735246851,2489703425,1245543425,1245543425,11595116544,81603115544,1135874560
fdtd-2d_N512_1024,58448174091,5897193984,535822848,1608516096,36473158666,33251931650,3221227016,4834985987,3222799361,1612186625,1612186625,15012993024,105653512728,1471154688
fdtd-2d_N600_8,3565211,348600,29400,96600,2317210,2085002,232208,376803,246001,130801,130801,904800,6607824,0
fdtd-2d_N600_16,15474011,1539000,135000,423000,9838810,8915402,923408,1442403,951601,490801,490801,3952800,28294224,108000
fdtd-2d_N600_32,64405211,6454200,576600,1767000,40549210,36861002,3688208,5647203,3745201,1902001,1902001,16500000,117055824,1500600
